id,user_id,joke_id,Rating
5351_77,5351,77,-6.812
36030_73,36030,73,4.812
29806_9,29806,9,7.2189999999999985
26165_133,26165,133,4.718999999999999
25711_3,25711,3,4.25
4062_105,4062,105,6.343999999999999
18585_7,18585,7,-1.531
6095_30,6095,30,-0.625
23089_100,23089,100,1.8119999999999998
32476_135,32476,135,1.344
14602_28,14602,28,1.3119999999999998
19450_55,19450,55,7.625
28361_138,28361,138,3.562
17011_82,17011,82,4.625
3239_119,3239,119,8.656
28936_9,28936,9,-2.219
23183_100,23183,100,8.594
7134_35,7134,35,-5.375
39061_95,39061,95,5.688
25090_87,25090,87,5.25
3204_3,3204,3,-5.343999999999999
3346_5,3346,5,-7.938
5162_53,5162,53,8.594
3848_76,3848,76,-3.594
9356_119,9356,119,7.438
15725_9,15725,9,8.625
4332_110,4332,110,2.625
40850_5,40850,5,4.25
331_69,331,69,-4.843999999999999
17239_6,17239,6,-9.0
33594_99,33594,99,-3.344
32388_124,32388,124,-2.094
36609_8,36609,8,4.5310000000000015
32395_52,32395,52,2.75
12213_8,12213,8,0.531
14352_4,14352,4,-5.938
28778_59,28778,59,4.062
6473_46,6473,46,6.812
23078_8,23078,8,2.5
4798_109,4798,109,-9.844
16665_6,16665,6,-6.25
1991_138,1991,138,2.719
31028_8,31028,8,-1.25
16403_14,16403,14,-7.25
257_118,257,118,3.969
815_102,815,102,2.938
13265_9,13265,9,5.0310000000000015
33654_104,33654,104,3.656
4274_4,4274,4,4.0
12197_43,12197,43,9.719
38031_28,38031,28,8.531
36417_127,36417,127,9.062000000000001
11919_138,11919,138,3.0
29535_50,29535,50,-0.281
11082_2,11082,2,-4.7810000000000015
30413_9,30413,9,-3.531
9699_84,9699,84,-9.625
32136_56,32136,56,-6.593999999999999
6079_101,6079,101,6.562
20028_91,20028,91,1.75
36328_7,36328,7,-1.125
2828_128,2828,128,-8.656
28942_59,28942,59,3.375
109_62,109,62,8.031
29342_39,29342,39,-8.625
27554_38,27554,38,-1.031
38684_22,38684,22,6.125
20680_135,20680,135,2.75
6956_6,6956,6,-9.562000000000001
24553_25,24553,25,-6.562
14767_108,14767,108,4.438
9974_129,9974,129,-2.281
28876_60,28876,60,6.843999999999999
7340_130,7340,130,0.062
31036_95,31036,95,4.188
29959_8,29959,8,4.968999999999999
38918_100,38918,100,1.188
1280_113,1280,113,-2.0
33303_25,33303,25,-2.156
26002_9,26002,9,-4.688
10370_116,10370,116,2.625
21444_100,21444,100,9.344
16930_6,16930,6,1.375
28627_101,28627,101,-2.094
39533_115,39533,115,3.812
19528_133,19528,133,0.312
19253_85,19253,85,9.062000000000001
15025_46,15025,46,8.375
1471_125,1471,125,9.969
22013_98,22013,98,4.25
32126_138,32126,138,2.656
1859_100,1859,100,1.969
25983_36,25983,36,-7.688
24374_24,24374,24,1.906
6407_85,6407,85,-6.0
10126_87,10126,87,9.5
23856_38,23856,38,1.875
4374_84,4374,84,9.156
4563_89,4563,89,3.25
38536_128,38536,128,3.406
622_109,622,109,-9.75
34131_16,34131,16,-0.688
30399_104,30399,104,-2.344
28407_69,28407,69,0.344
32971_84,32971,84,9.687999999999999
34248_47,34248,47,-2.0
20435_97,20435,97,1.062
31514_25,31514,25,2.969
13677_52,13677,52,3.344
542_45,542,45,-0.031
4311_104,4311,104,-3.75
12234_28,12234,28,-5.4060000000000015
28160_100,28160,100,4.1560000000000015
28854_79,28854,79,2.531
20946_79,20946,79,9.031
9085_77,9085,77,6.062
7864_94,7864,94,0.094
11001_122,11001,122,7.6560000000000015
22426_103,22426,103,3.5
23305_37,23305,37,-10.0
39807_62,39807,62,5.625
25851_58,25851,58,9.844
38176_124,38176,124,-0.344
23674_20,23674,20,0.094
21204_62,21204,62,1.281
30370_127,30370,127,0.531
24550_118,24550,118,4.343999999999999
9467_74,9467,74,1.719
39071_62,39071,62,-7.75
8023_110,8023,110,8.094
35482_9,35482,9,3.938
39495_79,39495,79,4.688
822_133,822,133,0.21899999999999997
22150_57,22150,57,4.343999999999999
36331_34,36331,34,-9.906
30787_7,30787,7,5.9060000000000015
31201_119,31201,119,-1.4380000000000002
31707_96,31707,96,6.938
5006_104,5006,104,0.031
23169_18,23169,18,-8.562000000000001
33861_126,33861,126,-0.125
28440_69,28440,69,0.7809999999999999
40265_97,40265,97,-1.531
40405_62,40405,62,-0.625
179_4,179,4,-2.625
31838_133,31838,133,9.5
34337_120,34337,120,8.562000000000001
15160_56,15160,56,8.344
34461_11,34461,11,7.6560000000000015
24417_22,24417,22,1.594
35296_139,35296,139,-1.844
10832_24,10832,24,6.2810000000000015
11197_87,11197,87,-2.625
2166_8,2166,8,-8.844
706_26,706,26,0.562
3487_135,3487,135,7.2189999999999985
35752_126,35752,126,1.406
33187_11,33187,11,-9.062000000000001
39447_58,39447,58,0.625
34923_79,34923,79,-3.344
7609_135,7609,135,8.344
37474_124,37474,124,0.562
13879_4,13879,4,2.75
23879_138,23879,138,-2.75
24990_96,24990,96,3.0
9051_81,9051,81,4.968999999999999
5188_55,5188,55,-3.625
4400_104,4400,104,-3.094
17917_2,17917,2,-5.343999999999999
25455_5,25455,5,-6.718999999999999
13543_98,13543,98,5.4060000000000015
16369_25,16369,25,-9.094
21772_2,21772,2,0.9059999999999999
11054_135,11054,135,5.062
33876_58,33876,58,6.75
15744_85,15744,85,8.906
33465_9,33465,9,-7.9060000000000015
5953_73,5953,73,5.812
26752_8,26752,8,1.906
38418_44,38418,44,5.0
27298_122,27298,122,4.25
28381_95,28381,95,0.531
11154_36,11154,36,-3.281
33293_124,33293,124,1.4380000000000002
20235_6,20235,6,-4.7810000000000015
25474_108,25474,108,3.094
31206_46,31206,46,-2.969
24010_8,24010,8,3.062
12614_3,12614,3,-7.625
24160_67,24160,67,3.406
24073_60,24073,60,9.594
27663_126,27663,126,-3.688
19621_96,19621,96,8.469
27737_101,27737,101,4.218999999999999
22126_115,22126,115,5.468999999999999
29064_9,29064,9,5.718999999999999
28157_95,28157,95,5.812
8761_8,8761,8,5.188
4033_16,4033,16,-0.875
5685_82,5685,82,6.2810000000000015
4570_29,4570,29,-0.7190000000000001
12409_111,12409,111,3.938
18427_6,18427,6,0.75
24800_56,24800,56,-1.5
1707_6,1707,6,4.343999999999999
19401_117,19401,117,0.594
40373_87,40373,87,6.4060000000000015
17917_122,17917,122,6.4060000000000015
28063_122,28063,122,3.0
233_78,233,78,-7.062
32075_2,32075,2,3.906
36508_107,36508,107,6.218999999999999
16509_76,16509,76,6.2810000000000015
23169_53,23169,53,-6.843999999999999
9148_96,9148,96,9.0
38075_56,38075,56,-5.688
3099_87,3099,87,0.469
36465_34,36465,34,-0.6559999999999999
24430_122,24430,122,-1.5
40674_25,40674,25,5.718999999999999
21288_87,21288,87,1.969
1874_35,1874,35,-7.125
5755_2,5755,2,-0.344
36199_104,36199,104,7.3439999999999985
19_62,19,62,6.375
450_3,450,3,9.812000000000001
9814_104,9814,104,3.281
36224_100,36224,100,0.7190000000000001
15889_116,15889,116,3.625
367_99,367,99,3.312
23713_6,23713,6,-4.188
2144_124,2144,124,3.812
31490_89,31490,89,-1.531
6061_128,6061,128,7.25
11976_4,11976,4,-8.219
24655_96,24655,96,1.5
7008_122,7008,122,7.093999999999999
23625_58,23625,58,2.75
9969_101,9969,101,3.938
34561_85,34561,85,-9.937999999999999
20571_19,20571,19,6.125
17388_109,17388,109,5.218999999999999
18371_98,18371,98,6.4060000000000015
36709_100,36709,100,2.438
14228_5,14228,5,-9.344
21164_7,21164,7,9.344
28365_16,28365,16,-2.812
9459_62,9459,62,5.25
35167_66,35167,66,9.937999999999999
29496_4,29496,4,-0.125
8813_139,8813,139,-3.344
29322_22,29322,22,3.844
1720_119,1720,119,-8.719
35916_3,35916,3,2.656
707_96,707,96,-6.938
6052_58,6052,58,4.968999999999999
1328_123,1328,123,-2.969
38713_137,38713,137,0.562
33183_3,33183,3,-9.312000000000001
34811_111,34811,111,2.312
7098_91,7098,91,-3.031
4899_117,4899,117,5.75
36676_9,36676,9,9.969
33393_6,33393,6,9.062000000000001
18767_65,18767,65,-5.062
15004_40,15004,40,6.812
8261_57,8261,57,-8.156
1530_108,1530,108,-7.375
12063_120,12063,120,9.937999999999999
29231_15,29231,15,-1.062
31141_6,31141,6,-9.781
14485_56,14485,56,7.7810000000000015
38760_53,38760,53,4.125
24057_25,24057,25,-6.718999999999999
17731_5,17731,5,3.219
10053_86,10053,86,-5.843999999999999
8636_19,8636,19,-9.469
19792_117,19792,117,6.093999999999999
30806_58,30806,58,8.75
23359_93,23359,93,-0.9059999999999999
29636_38,29636,38,2.281
14236_2,14236,2,-1.625
24078_9,24078,9,-0.281
12789_89,12789,89,-2.062
27395_9,27395,9,5.4060000000000015
12909_134,12909,134,0.312
19654_95,19654,95,0.812
38536_59,38536,59,5.5
25748_87,25748,87,8.656
14881_135,14881,135,5.7810000000000015
20383_128,20383,128,8.625
28208_9,28208,9,1.531
2328_66,2328,66,-6.25
12310_37,12310,37,3.469
35113_3,35113,3,0.6559999999999999
33350_3,33350,3,-3.125
26504_56,26504,56,-1.594
32020_28,32020,28,1.906
5861_23,5861,23,1.25
16776_24,16776,24,6.062
9648_128,9648,128,2.875
24998_87,24998,87,2.906
18878_4,18878,4,-4.125
20942_5,20942,5,-1.3119999999999998
33060_9,33060,9,-4.5310000000000015
5769_112,5769,112,0.156
12839_27,12839,27,1.844
1860_130,1860,130,2.0
11061_5,11061,5,5.218999999999999
28878_9,28878,9,5.25
31983_9,31983,9,2.719
5752_117,5752,117,-6.562
29836_135,29836,135,1.219
27516_56,27516,56,5.843999999999999
12043_4,12043,4,3.812
23143_56,23143,56,1.062
28242_2,28242,2,1.031
17925_36,17925,36,4.5310000000000015
37717_2,37717,2,-5.312
25024_87,25024,87,1.156
22453_96,22453,96,4.125
21810_25,21810,25,0.21899999999999997
38942_22,38942,22,-3.688
22773_135,22773,135,-5.188
17161_139,17161,139,1.8119999999999998
32318_73,32318,73,9.594
22940_127,22940,127,2.906
22542_128,22542,128,7.438
37055_48,37055,48,-0.875
37035_37,37035,37,-8.781
20404_28,20404,28,6.1560000000000015
4209_52,4209,52,1.844
26471_8,26471,8,-3.375
2891_127,2891,127,1.3119999999999998
5485_6,5485,6,3.844
36838_4,36838,4,4.5
37515_58,37515,58,6.218999999999999
22538_83,22538,83,2.688
15054_6,15054,6,3.0
25435_101,25435,101,7.5
34811_113,34811,113,3.25
12289_43,12289,43,2.406
14896_3,14896,3,0.25
19288_116,19288,116,1.375
35414_81,35414,81,6.7810000000000015
31540_8,31540,8,3.562
35915_82,35915,82,2.875
6546_54,6546,54,-1.8119999999999998
26595_89,26595,89,-1.8119999999999998
25444_115,25444,115,8.156
11403_18,11403,18,7.875
30400_45,30400,45,8.406
39579_75,39579,75,4.5310000000000015
331_112,331,112,-4.9060000000000015
9435_102,9435,102,-2.312
26120_96,26120,96,4.25
38486_124,38486,124,0.875
27670_119,27670,119,3.0
33141_15,33141,15,9.406
38203_83,38203,83,-0.344
22637_117,22637,117,5.843999999999999
23378_43,23378,43,6.375
11925_133,11925,133,2.875
38018_11,38018,11,6.062
27691_7,27691,7,0.094
23159_133,23159,133,-3.562
10199_36,10199,36,1.406
21723_62,21723,62,6.093999999999999
308_55,308,55,5.4060000000000015
40602_74,40602,74,-6.2810000000000015
31849_126,31849,126,1.3119999999999998
27776_74,27776,74,-1.6880000000000002
14487_59,14487,59,-6.718999999999999
32874_26,32874,26,-5.062
11603_60,11603,60,-4.093999999999999
14871_32,14871,32,-0.9690000000000001
19301_134,19301,134,4.812
482_48,482,48,-4.6560000000000015
21348_32,21348,32,1.4380000000000002
31377_32,31377,32,-3.844
193_11,193,11,1.062
3723_101,3723,101,4.468999999999999
2485_32,2485,32,3.781
6442_57,6442,57,-9.781
13242_9,13242,9,-7.562
19392_135,19392,135,2.156
8288_22,8288,22,8.562000000000001
11449_107,11449,107,6.9060000000000015
25337_107,25337,107,-2.0
36504_121,36504,121,-1.375
28058_127,28058,127,3.906
13145_56,13145,56,0.688
21305_3,21305,3,5.0
11158_58,11158,58,-1.969
30057_7,30057,7,4.75
29195_108,29195,108,1.0
1521_72,1521,72,-4.875
30193_13,30193,13,-4.4060000000000015
22565_9,22565,9,2.094
24697_25,24697,25,2.812
27089_35,27089,35,7.7189999999999985
16951_98,16951,98,5.218999999999999
8746_85,8746,85,-4.0
6862_133,6862,133,4.688
14656_96,14656,96,4.688
21451_79,21451,79,4.4060000000000015
26878_94,26878,94,4.625
16422_112,16422,112,-4.938
22015_102,22015,102,5.218999999999999
10352_2,10352,2,-3.062
26577_100,26577,100,4.343999999999999
34741_62,34741,62,7.4060000000000015
7643_92,7643,92,3.562
26982_15,26982,15,2.656
31367_99,31367,99,0.312
10052_4,10052,4,4.062
18110_57,18110,57,7.7810000000000015
27076_64,27076,64,-1.656
16782_59,16782,59,9.375
9793_133,9793,133,1.219
19095_80,19095,80,-9.219
20573_5,20573,5,1.031
28992_100,28992,100,5.188
9727_39,9727,39,7.5310000000000015
14086_107,14086,107,1.75
6967_8,6967,8,9.781
1399_110,1399,110,9.062000000000001
31999_132,31999,132,-0.8440000000000001
4667_4,4667,4,-3.312
6830_60,6830,60,3.906
18670_39,18670,39,7.5
1115_27,1115,27,-8.937999999999997
23959_124,23959,124,2.125
33198_58,33198,58,-1.875
31354_38,31354,38,7.3439999999999985
29479_24,29479,24,6.0310000000000015
26672_31,26672,31,-4.0
3270_6,3270,6,1.719
16497_24,16497,24,-5.5310000000000015
1658_48,1658,48,-7.5939999999999985
9559_2,9559,2,9.187999999999999
22655_60,22655,60,4.718999999999999
25063_4,25063,4,5.0310000000000015
39044_52,39044,52,4.1560000000000015
21454_134,21454,134,0.688
33709_6,33709,6,4.593999999999999
19408_52,19408,52,7.4060000000000015
16957_100,16957,100,-6.375
6029_56,6029,56,-8.344
30430_134,30430,134,3.688
27069_81,27069,81,-2.75
415_87,415,87,0.75
316_2,316,2,-5.7810000000000015
36163_111,36163,111,9.594
35531_111,35531,111,0.594
33650_2,33650,2,1.719
9134_64,9134,64,1.031
15242_22,15242,22,-1.75
12199_105,12199,105,-4.25
30311_132,30311,132,-7.7810000000000015
24627_27,24627,27,1.281
26396_7,26396,7,6.438
28806_102,28806,102,8.0
32840_50,32840,50,4.7810000000000015
297_8,297,8,-7.2189999999999985
17907_94,17907,94,6.438
19361_22,19361,22,4.093999999999999
7029_103,7029,103,-6.25
39665_77,39665,77,-2.5
15820_59,15820,59,5.5310000000000015
24553_101,24553,101,-4.75
15739_125,15739,125,0.375
37739_111,37739,111,-6.0310000000000015
11168_3,11168,3,3.594
10018_8,10018,8,7.0310000000000015
34063_124,34063,124,2.688
1084_81,1084,81,8.656
27745_15,27745,15,2.781
15284_7,15284,7,-3.656
36242_22,36242,22,-3.531
3423_127,3423,127,8.469
18818_82,18818,82,-3.156
18455_104,18455,104,-2.812
38765_95,38765,95,7.7810000000000015
26288_23,26288,23,1.844
26435_79,26435,79,2.625
36890_26,36890,26,9.312000000000001
19412_62,19412,62,5.375
34798_56,34798,56,5.5
636_30,636,30,-1.469
2400_109,2400,109,-1.188
28971_3,28971,3,4.812
35790_88,35790,88,9.875
10929_5,10929,5,-2.469
33947_9,33947,9,-9.969
1197_132,1197,132,6.9060000000000015
28505_135,28505,135,4.843999999999999
31859_128,31859,128,4.2810000000000015
38910_83,38910,83,-3.812
26610_8,26610,8,1.062
29857_135,29857,135,2.281
9478_78,9478,78,9.719
20482_104,20482,104,9.719
10724_52,10724,52,2.125
33164_93,33164,93,2.625
3088_5,3088,5,2.312
29433_40,29433,40,4.9060000000000015
22800_26,22800,26,3.562
36457_101,36457,101,7.9689999999999985
25926_64,25926,64,2.281
14198_22,14198,22,2.844
16123_2,16123,2,3.719
14258_116,14258,116,7.875
21512_83,21512,83,2.75
22863_56,22863,56,-0.406
37815_47,37815,47,-4.438
26461_61,26461,61,4.875
19048_107,19048,107,5.188
35187_130,35187,130,1.906
5454_98,5454,98,3.812
34034_95,34034,95,6.0
18918_13,18918,13,7.9689999999999985
6828_118,6828,118,3.406
32972_78,32972,78,3.594
22220_18,22220,18,6.843999999999999
7341_4,7341,4,-0.75
3238_7,3238,7,7.4060000000000015
12749_5,12749,5,2.438
20175_22,20175,22,2.031
4129_50,4129,50,0.531
9292_20,9292,20,1.25
25688_119,25688,119,2.906
25455_124,25455,124,8.937999999999997
1721_126,1721,126,-1.188
8524_84,8524,84,-6.9060000000000015
26216_111,26216,111,4.188
30839_44,30839,44,1.719
21767_117,21767,117,5.6560000000000015
23278_55,23278,55,-2.656
10683_79,10683,79,0.594
27857_117,27857,117,4.5310000000000015
31831_104,31831,104,9.594
31325_3,31325,3,3.031
7032_89,7032,89,9.25
21606_112,21606,112,-3.25
5848_109,5848,109,2.094
16488_43,16488,43,7.688
39237_12,39237,12,-6.343999999999999
21289_58,21289,58,1.8119999999999998
35328_55,35328,55,8.625
34841_96,34841,96,2.312
16741_3,16741,3,1.4380000000000002
121_57,121,57,-5.375
15981_24,15981,24,-2.938
9199_125,9199,125,9.125
18842_8,18842,8,1.062
37327_7,37327,7,5.312
1563_112,1563,112,-2.594
24759_107,24759,107,0.094
23070_67,23070,67,-3.562
11632_22,11632,22,1.469
16330_112,16330,112,-2.281
23822_6,23822,6,-4.468999999999999
34096_119,34096,119,5.0
22447_60,22447,60,-7.562
23_23,23,23,-6.938
39257_134,39257,134,5.25
34887_97,34887,97,1.531
37449_71,37449,71,-5.562
22759_98,22759,98,9.562000000000001
4748_84,4748,84,-1.625
9493_4,9493,4,-8.031
19017_89,19017,89,-1.188
5375_44,5375,44,-1.3119999999999998
7308_6,7308,6,3.125
1094_75,1094,75,-8.187999999999999
31001_3,31001,3,2.562
31291_58,31291,58,9.844
21939_133,21939,133,-0.8440000000000001
23304_87,23304,87,9.969
19966_57,19966,57,-4.968999999999999
26192_44,26192,44,8.094
9263_97,9263,97,-7.9689999999999985
25976_96,25976,96,-0.406
2518_135,2518,135,3.938
23822_2,23822,2,3.844
31589_132,31589,132,1.844
22072_104,22072,104,2.094
39869_109,39869,109,2.438
8879_4,8879,4,-1.781
14364_87,14364,87,9.531
2354_8,2354,8,5.938
39907_101,39907,101,-3.656
11213_59,11213,59,-0.5
28374_54,28374,54,0.562
37880_138,37880,138,4.0
24445_30,24445,30,-6.7810000000000015
3874_37,3874,37,9.437999999999999
8785_59,8785,59,9.875
25846_25,25846,25,8.969
27527_123,27527,123,-3.5
29823_26,29823,26,3.688
10188_8,10188,8,5.625
37092_128,37092,128,-2.781
24039_108,24039,108,4.188
20030_39,20030,39,0.7809999999999999
33874_18,33874,18,0.406
37430_76,37430,76,-7.2189999999999985
7502_35,7502,35,2.688
34054_2,34054,2,-9.812000000000001
40255_62,40255,62,-8.312000000000001
24765_94,24765,94,7.0
24753_22,24753,22,3.219
11803_3,11803,3,8.125
13842_119,13842,119,3.062
38852_3,38852,3,-9.844
4240_7,4240,7,-3.688
39326_85,39326,85,0.406
15430_3,15430,3,-1.75
39576_134,39576,134,-3.406
25706_100,25706,100,-4.5
11519_138,11519,138,6.718999999999999
36451_26,36451,26,-0.594
20006_99,20006,99,7.062
34078_3,34078,3,-9.594
29944_3,29944,3,-2.875
9302_56,9302,56,5.7810000000000015
40825_56,40825,56,4.562
37507_11,37507,11,-6.343999999999999
27559_122,27559,122,-4.875
5782_100,5782,100,1.125
3332_75,3332,75,-1.3119999999999998
33179_9,33179,9,10.0
28811_69,28811,69,-2.594
15349_4,15349,4,-1.5619999999999998
40389_22,40389,22,8.125
28839_55,28839,55,-5.968999999999999
13849_7,13849,7,4.968999999999999
19985_31,19985,31,0.375
3489_94,3489,94,5.5
36850_99,36850,99,2.406
29612_13,29612,13,2.719
34001_5,34001,5,8.062000000000001
25519_3,25519,3,-7.8439999999999985
2340_119,2340,119,-9.25
5398_108,5398,108,5.375
11087_119,11087,119,5.843999999999999
19865_46,19865,46,2.094
36132_58,36132,58,8.656
17549_105,17549,105,3.875
34540_66,34540,66,-3.219
14464_5,14464,5,-7.2810000000000015
20331_94,20331,94,6.6560000000000015
1931_95,1931,95,5.125
38644_139,38644,139,7.188
27817_7,27817,7,0.094
23489_98,23489,98,2.531
11050_59,11050,59,1.4380000000000002
22391_122,22391,122,9.406
39513_22,39513,22,6.4060000000000015
5173_34,5173,34,1.375
7123_87,7123,87,8.781
13011_38,13011,38,4.0310000000000015
35351_104,35351,104,-4.343999999999999
6627_7,6627,7,3.375
38693_16,38693,16,8.375
21218_71,21218,71,4.9060000000000015
30959_25,30959,25,7.062
37830_9,37830,9,0.125
30889_8,30889,8,0.625
7782_3,7782,3,-4.843999999999999
4172_3,4172,3,-6.5310000000000015
18543_22,18543,22,-5.7810000000000015
1976_26,1976,26,1.75
19628_94,19628,94,-8.187999999999999
23982_112,23982,112,4.5310000000000015
1467_9,1467,9,-2.781
31368_29,31368,29,6.5310000000000015
28293_69,28293,69,3.781
25739_3,25739,3,0.5
31083_112,31083,112,2.875
34341_31,34341,31,8.906
18434_81,18434,81,-0.21899999999999997
384_115,384,115,7.875
39665_19,39665,19,8.375
20511_115,20511,115,0.875
33215_96,33215,96,9.0
21281_52,21281,52,6.062
40053_117,40053,117,-4.812
32830_62,32830,62,3.406
36580_9,36580,9,5.062
17196_96,17196,96,-6.218999999999999
10466_22,10466,22,7.938
13246_73,13246,73,-5.562
28784_100,28784,100,0.281
18160_5,18160,5,4.562
26732_101,26732,101,3.75
26475_86,26475,86,-3.531
30716_77,30716,77,5.188
21892_129,21892,129,2.219
9880_2,9880,2,3.969
25694_7,25694,7,5.188
28332_2,28332,2,-1.094
20283_82,20283,82,5.688
28992_105,28992,105,4.843999999999999
37991_60,37991,60,1.156
29890_7,29890,7,0.562
1907_88,1907,88,-7.25
1173_122,1173,122,-9.594
35902_101,35902,101,-9.344
10846_18,10846,18,5.4060000000000015
26860_104,26860,104,6.438
2115_112,2115,112,5.968999999999999
24895_117,24895,117,2.719
7970_2,7970,2,-6.343999999999999
32893_134,32893,134,-0.594
4609_113,4609,113,9.906
38359_9,38359,9,-2.094
8184_118,8184,118,6.312
23039_5,23039,5,-3.281
19611_104,19611,104,6.812
32741_2,32741,2,-5.968999999999999
11990_129,11990,129,-6.938
26638_43,26638,43,7.093999999999999
22453_2,22453,2,-3.938
11597_43,11597,43,-1.594
14673_40,14673,40,3.031
33599_124,33599,124,7.6560000000000015
13635_60,13635,60,-1.9380000000000002
9935_19,9935,19,6.188
24515_5,24515,5,-8.031
18412_26,18412,26,1.156
34992_81,34992,81,5.312
25489_28,25489,28,4.25
30278_117,30278,117,-0.9059999999999999
24650_44,24650,44,6.4060000000000015
28767_2,28767,2,-3.312
25421_39,25421,39,2.312
28549_19,28549,19,2.0
20397_120,20397,120,9.5
12116_65,12116,65,-2.156
448_52,448,52,6.125
12341_99,12341,99,-1.3119999999999998
18927_44,18927,44,5.812
24740_79,24740,79,-3.125
26896_40,26896,40,-9.156
29868_6,29868,6,-7.062
39523_5,39523,5,-4.25
11161_25,11161,25,5.843999999999999
32781_58,32781,58,9.281
20708_36,20708,36,-1.4380000000000002
23138_40,23138,40,8.781
18873_66,18873,66,7.2810000000000015
22433_16,22433,16,-5.7810000000000015
20854_8,20854,8,-5.5310000000000015
18577_135,18577,135,-6.9060000000000015
15458_96,15458,96,0.43799999999999994
34394_113,34394,113,-0.21899999999999997
23017_131,23017,131,4.188
4818_132,4818,132,9.937999999999999
25619_99,25619,99,-1.969
32952_128,32952,128,8.937999999999997
20539_115,20539,115,-2.094
3806_36,3806,36,-7.812
1896_138,1896,138,0.8440000000000001
15383_7,15383,7,2.5
24233_44,24233,44,-5.343999999999999
25849_38,25849,38,5.625
9740_107,9740,107,1.719
8913_32,8913,32,2.5
18851_134,18851,134,4.593999999999999
40259_131,40259,131,-3.875
26826_114,26826,114,-9.594
30556_35,30556,35,0.0
25648_32,25648,32,1.188
30361_113,30361,113,-2.094
15280_43,15280,43,5.375
40596_26,40596,26,3.438
39156_87,39156,87,0.125
12351_39,12351,39,8.969
22916_59,22916,59,5.843999999999999
6820_120,6820,120,3.656
585_4,585,4,4.343999999999999
33492_66,33492,66,5.468999999999999
28399_66,28399,66,4.718999999999999
5057_77,5057,77,8.781
36181_9,36181,9,1.156
33834_9,33834,9,5.188
17661_111,17661,111,3.656
15121_43,15121,43,3.344
19207_22,19207,22,3.0
1181_52,1181,52,4.1560000000000015
16247_94,16247,94,6.438
22025_134,22025,134,1.969
19161_36,19161,36,1.219
40135_5,40135,5,-6.188
4482_103,4482,103,-0.375
8709_98,8709,98,2.688
3196_73,3196,73,9.937999999999999
33711_79,33711,79,6.5
11068_54,11068,54,4.218999999999999
30808_9,30808,9,3.219
22302_129,22302,129,1.3119999999999998
7617_5,7617,5,-1.531
3263_123,3263,123,7.375
17738_8,17738,8,2.656
17675_128,17675,128,4.125
10072_87,10072,87,3.688
13500_133,13500,133,1.969
40555_24,40555,24,5.688
37769_3,37769,3,-9.812000000000001
12157_25,12157,25,2.156
38871_74,38871,74,-5.562
2900_8,2900,8,3.469
11811_4,11811,4,0.0
14274_94,14274,94,2.719
23155_53,23155,53,8.406
28185_100,28185,100,2.469
18115_36,18115,36,5.75
19409_83,19409,83,3.062
5658_104,5658,104,2.938
37260_132,37260,132,5.312
1187_8,1187,8,-1.5619999999999998
39726_102,39726,102,7.093999999999999
13932_76,13932,76,3.156
38775_4,38775,4,-9.687999999999999
18776_50,18776,50,6.718999999999999
28975_78,28975,78,9.781
38256_79,38256,79,3.188
21654_58,21654,58,5.312
37825_2,37825,2,-6.938
10114_119,10114,119,7.2189999999999985
18526_36,18526,36,3.812
1393_58,1393,58,2.906
32193_134,32193,134,1.531
4994_53,4994,53,-2.125
19565_9,19565,9,4.438
21901_83,21901,83,8.125
21623_116,21623,116,4.593999999999999
18196_2,18196,2,-4.468999999999999
4238_25,4238,25,3.062
24983_124,24983,124,1.625
21311_47,21311,47,-0.5
23693_116,23693,116,2.312
8187_20,8187,20,0.8440000000000001
14886_8,14886,8,-0.125
11892_36,11892,36,0.875
28333_75,28333,75,5.75
12017_119,12017,119,-0.8440000000000001
4230_74,4230,74,0.9059999999999999
36034_139,36034,139,2.531
24236_83,24236,83,7.938
28275_105,28275,105,-7.8439999999999985
15699_39,15699,39,-2.844
5516_59,5516,59,-0.25
9375_107,9375,107,-7.312
4463_36,4463,36,0.094
25125_98,25125,98,9.875
21149_71,21149,71,-4.343999999999999
26223_66,26223,66,4.125
36952_3,36952,3,8.344
1210_73,1210,73,-3.406
32193_100,32193,100,1.094
34924_102,34924,102,-4.2810000000000015
27044_105,27044,105,7.4060000000000015
28387_2,28387,2,-8.312000000000001
21239_83,21239,83,-9.219
16512_107,16512,107,3.594
29754_88,29754,88,1.3119999999999998
8449_19,8449,19,1.969
805_136,805,136,-0.25
37120_89,37120,89,1.531
38939_27,38939,27,-1.344
34718_4,34718,4,-1.0
33812_52,33812,52,0.25
21285_24,21285,24,0.812
30145_82,30145,82,4.375
3063_81,3063,81,-2.188
30245_129,30245,129,-3.719
39576_8,39576,8,-1.344
19968_107,19968,107,5.25
35458_83,35458,83,-4.593999999999999
8194_135,8194,135,8.625
9122_87,9122,87,1.656
40548_3,40548,3,-4.438
29350_125,29350,125,-4.843999999999999
18139_34,18139,34,4.375
35158_112,35158,112,5.468999999999999
36020_6,36020,6,1.531
10109_3,10109,3,7.375
38672_5,38672,5,1.9380000000000002
2959_19,2959,19,7.5
39692_124,39692,124,7.5
5404_43,5404,43,7.4060000000000015
26141_134,26141,134,-3.438
4560_124,4560,124,-2.688
11788_124,11788,124,2.5
18377_65,18377,65,-2.438
5833_111,5833,111,4.343999999999999
9428_54,9428,54,1.156
35475_139,35475,139,4.75
12164_104,12164,104,-0.344
